Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
ADESA,4,GMC,RED,Alloy,86055,'MEDIUM SUV',11516,12937,YES
ADESA,5,FORD,GREY,NULL,74040,'MEDIUM SUV',5341,6268,YES
MANHEIM,8,CHEVROLET,RED,Alloy,82355,LARGE,4342,7320,NO
MANHEIM,6,CHRYSLER,SILVER,Alloy,87960,CROSSOVER,5883,9067,YES
OTHER,4,DODGE,SILVER,Alloy,69457,'SMALL TRUCK',8808,10013,YES
OTHER,7,OLDSMOBILE,'NOT AVAIL',NULL,61105,VAN,3509,6393,YES
MANHEIM,4,FORD,SILVER,NULL,53524,MEDIUM,7000,10362,YES
MANHEIM,3,JEEP,BLACK,Alloy,81460,'SMALL SUV',11549,12973,YES
ADESA,9,FORD,RED,Alloy,74474,COMPACT,1680,3618,NO
ADESA,5,OLDSMOBILE,WHITE,NULL,81948,MEDIUM,2369,3059,YES
MANHEIM,3,DODGE,RED,Alloy,89325,'MEDIUM SUV',10126,11436,NO
OTHER,9,PONTIAC,GOLD,NULL,99414,VAN,2141,4290,YES
OTHER,4,CHRYSLER,SILVER,NULL,85373,MEDIUM,4677,8075,YES
ADESA,5,FORD,RED,Alloy,73937,SPORTS,5583,6530,NO
MANHEIM,4,CHEVROLET,GREY,Covers,71215,COMPACT,4801,8120,NO
MANHEIM,4,CHEVROLET,BLACK,Covers,83660,'MEDIUM SUV',7423,8517,YES
MANHEIM,7,DODGE,MAROON,Covers,61679,VAN,2989,6136,NO
MANHEIM,5,FORD,BLUE,Alloy,78528,'MEDIUM SUV',6622,7652,YES
MANHEIM,4,CHRYSLER,BLUE,Special,71667,CROSSOVER,6952,8008,NO
MANHEIM,4,FORD,BROWN,Alloy,76437,'LARGE TRUCK',6086,7073,YES
MANHEIM,6,HYUNDAI,SILVER,Alloy,35479,LARGE,2759,3480,NO
ADESA,5,FORD,GREY,Covers,63170,MEDIUM,2928,3662,NO
MANHEIM,3,FORD,BLACK,Alloy,85382,LARGE,6029,7011,NO
ADESA,5,ISUZU,RED,Alloy,81183,'MEDIUM SUV',5740,6699,YES
OTHER,4,FORD,WHITE,Covers,51914,MEDIUM,3688,4483,NO
MANHEIM,4,FORD,RED,Alloy,80316,VAN,4414,5267,YES
MANHEIM,2,PONTIAC,RED,Alloy,76892,MEDIUM,7267,11411,NO
OTHER,1,CHRYSLER,SILVER,Covers,50305,MEDIUM,7383,8474,NO
MANHEIM,9,SUZUKI,PURPLE,Alloy,92100,'MEDIUM SUV',3138,5672,YES
MANHEIM,8,FORD,SILVER,Alloy,86459,MEDIUM,2073,5104,YES
MANHEIM,4,FORD,BLACK,Alloy,68903,LARGE,7110,11152,YES
OTHER,2,CHEVROLET,GOLD,Special,67405,LARGE,7944,11805,NO
OTHER,5,FORD,BLUE,Alloy,72866,'MEDIUM SUV',6555,7579,YES
MANHEIM,4,CHRYSLER,WHITE,Alloy,72089,MEDIUM,5876,6846,NO
MANHEIM,5,FORD,GOLD,Alloy,74028,'MEDIUM SUV',6278,7280,NO
ADESA,6,SATURN,BLUE,Special,45646,MEDIUM,3577,4363,NO
MANHEIM,8,NISSAN,GOLD,Covers,71486,MEDIUM,3632,6613,NO
ADESA,3,CHEVROLET,RED,Covers,73976,COMPACT,5504,9059,YES
ADESA,2,PONTIAC,WHITE,Alloy,65551,LARGE,7783,8906,NO
ADESA,4,CHRYSLER,BLACK,Alloy,95037,MEDIUM,4046,4870,YES
ADESA,2,PONTIAC,BLUE,Covers,56304,LARGE,7712,8829,NO
MANHEIM,5,VOLKSWAGEN,GREY,Alloy,63649,COMPACT,7338,8425,NO
OTHER,3,CHEVROLET,GREY,Covers,56428,MEDIUM,7209,10393,YES
OTHER,5,PONTIAC,RED,Alloy,85728,MEDIUM,4088,7554,YES
MANHEIM,3,CHEVROLET,WHITE,Covers,76279,VAN,8831,10037,NO
MANHEIM,8,DODGE,GOLD,Alloy,83189,'SMALL TRUCK',6052,9023,YES
OTHER,1,CHRYSLER,GOLD,Covers,40229,MEDIUM,8698,12824,NO
OTHER,4,PONTIAC,RED,Alloy,88765,LARGE,5500,6440,YES
MANHEIM,2,CHEVROLET,BLACK,Alloy,60222,'LARGE TRUCK',9869,11159,NO
MANHEIM,2,DODGE,SILVER,Covers,56433,MEDIUM,6738,7777,NO
MANHEIM,6,CHRYSLER,BLUE,Alloy,82848,MEDIUM,4069,7690,YES
OTHER,7,FORD,WHITE,Alloy,81226,'SMALL SUV',3448,4224,NO
OTHER,3,NISSAN,RED,NULL,66561,COMPACT,7264,8345,YES
ADESA,3,HYUNDAI,SILVER,Covers,56551,MEDIUM,7714,10846,NO
OTHER,1,FORD,GOLD,Alloy,90182,MEDIUM,14171,15805,NO
OTHER,1,PONTIAC,BLUE,Covers,51099,COMPACT,8288,9451,NO
MANHEIM,6,CHRYSLER,GREEN,Alloy,86695,CROSSOVER,5634,9128,NO
OTHER,5,DODGE,WHITE,NULL,73164,VAN,5691,8978,NO
MANHEIM,8,NISSAN,GREY,Alloy,92202,MEDIUM,0,0,NO
OTHER,6,JEEP,BLACK,Alloy,86129,'SMALL SUV',5188,8461,NO
OTHER,2,DODGE,GOLD,Alloy,51725,MEDIUM,7774,10852,NO
MANHEIM,4,MAZDA,GREY,Alloy,90254,MEDIUM,6771,11144,YES
MANHEIM,3,DODGE,GREEN,Covers,79048,SPECIALTY,8377,9547,NO
MANHEIM,6,FORD,GREY,Alloy,84941,MEDIUM,3082,6423,NO
MANHEIM,5,FORD,GREEN,Alloy,68183,LARGE,6014,9495,YES
MANHEIM,4,PONTIAC,BLACK,Alloy,49333,MEDIUM,6507,7528,NO
MANHEIM,6,FORD,GOLD,Covers,94153,'LARGE TRUCK',8635,13020,YES
OTHER,4,PONTIAC,GREY,Alloy,89540,MEDIUM,6483,7502,NO
MANHEIM,4,DODGE,SILVER,Covers,85715,VAN,7450,10804,YES
ADESA,4,KIA,SILVER,Alloy,64480,COMPACT,2971,3709,YES
ADESA,7,SATURN,BLACK,NULL,71493,MEDIUM,3083,5960,YES
MANHEIM,5,FORD,WHITE,Alloy,69165,VAN,3490,4269,YES
OTHER,6,BUICK,WHITE,NULL,73154,MEDIUM,3276,4038,YES
ADESA,2,CHEVROLET,GOLD,NULL,72722,MEDIUM,6481,10115,YES
ADESA,2,CHEVROLET,RED,Covers,76217,COMPACT,6745,7785,NO
MANHEIM,4,CHRYSLER,RED,Alloy,78241,VAN,6219,7217,YES
OTHER,2,CHRYSLER,SILVER,Covers,61169,MEDIUM,6926,10315,NO
ADESA,3,SUZUKI,WHITE,Alloy,48132,COMPACT,5503,8736,NO
MANHEIM,3,CHRYSLER,BLACK,Covers,44042,SPECIALTY,8985,10204,NO
ADESA,3,CHRYSLER,SILVER,Covers,67821,VAN,7374,8464,YES
ADESA,7,MAZDA,BLUE,NULL,79484,'SMALL SUV',4927,8724,YES
MANHEIM,3,CHEVROLET,MAROON,Covers,85829,LARGE,7844,11688,NO
MANHEIM,4,PONTIAC,GREEN,Alloy,87082,MEDIUM,6822,10393,NO
OTHER,4,CHEVROLET,SILVER,Covers,79424,'LARGE TRUCK',8429,12836,YES
ADESA,3,CHEVROLET,BLACK,Covers,89750,LARGE,6867,7916,YES
MANHEIM,4,DODGE,SILVER,Alloy,77301,VAN,5932,6907,NO
MANHEIM,4,HYUNDAI,BLACK,Alloy,67260,MEDIUM,5851,9264,NO
MANHEIM,4,DODGE,BLUE,Alloy,73246,'MEDIUM SUV',9109,10338,NO
ADESA,4,SUZUKI,BLACK,Covers,78456,MEDIUM,3815,7165,NO
MANHEIM,4,CHEVROLET,WHITE,Alloy,74434,LARGE,6421,9507,NO
OTHER,7,HONDA,ORANGE,NULL,78387,'SMALL SUV',6208,8711,YES
OTHER,3,FORD,WHITE,Covers,84380,VAN,6656,7688,YES
MANHEIM,6,MITSUBISHI,BLUE,Covers,78883,MEDIUM,4516,7121,NO
MANHEIM,5,PONTIAC,SILVER,Alloy,80185,VAN,4778,8265,YES
ADESA,3,CHRYSLER,PURPLE,NULL,63691,MEDIUM,6068,9466,YES
MANHEIM,3,CHEVROLET,SILVER,Alloy,82633,LARGE,8581,9767,NO
OTHER,5,CHRYSLER,WHITE,NULL,75788,CROSSOVER,6639,10096,YES
ADESA,5,DODGE,SILVER,Covers,86769,VAN,4048,4872,NO
MANHEIM,6,FORD,SILVER,Alloy,76401,'LARGE TRUCK',9012,13522,YES
ADESA,5,DODGE,GREY,Covers,52469,'MEDIUM SUV',6447,7463,NO
ADESA,5,HYUNDAI,BLACK,Covers,80008,MEDIUM,3565,6735,YES
MANHEIM,5,CHEVROLET,GOLD,Alloy,87241,'MEDIUM SUV',6308,9875,YES
MANHEIM,3,FORD,GOLD,Alloy,92173,LARGE,7380,11481,NO
OTHER,4,SUZUKI,RED,NULL,70198,MEDIUM,4150,7546,YES
OTHER,3,CHEVROLET,BLACK,Covers,50787,LARGE,6858,7907,YES
MANHEIM,4,FORD,GREEN,Alloy,85509,CROSSOVER,8739,12800,YES
OTHER,7,SATURN,WHITE,NULL,50509,MEDIUM,3129,5504,YES
MANHEIM,5,FORD,GREY,Alloy,77492,LARGE,5445,9219,YES
MANHEIM,4,FORD,BLUE,Alloy,81703,MEDIUM,6713,10811,YES
MANHEIM,3,FORD,WHITE,Alloy,65662,LARGE,6053,7037,YES
ADESA,2,CHEVROLET,SILVER,NULL,72035,COMPACT,6894,7946,YES
OTHER,4,SATURN,BLACK,NULL,89419,MEDIUM,5160,8321,YES
OTHER,2,CHRYSLER,BLUE,Covers,58712,MEDIUM,6959,10665,YES
OTHER,4,PONTIAC,BLACK,Alloy,84924,LARGE,6305,7309,NO
OTHER,2,DODGE,BLACK,Alloy,51028,MEDIUM,7746,11745,NO
MANHEIM,6,CHEVROLET,WHITE,Covers,81618,MEDIUM,3257,6192,NO
MANHEIM,4,NISSAN,BEIGE,Covers,78917,COMPACT,4548,7663,NO
OTHER,4,CHEVROLET,PURPLE,Alloy,86452,'MEDIUM SUV',9332,12969,NO
MANHEIM,5,PONTIAC,GREY,Alloy,76522,LARGE,5013,8759,YES
MANHEIM,6,DODGE,WHITE,Alloy,76985,'LARGE TRUCK',7111,11043,NO
MANHEIM,5,FORD,SILVER,Covers,80234,VAN,4041,4864,YES
MANHEIM,4,CHEVROLET,BLUE,Alloy,82296,MEDIUM,5360,9585,NO
OTHER,4,FORD,BLACK,Alloy,89484,'SMALL SUV',8617,12614,YES
ADESA,1,CHEVROLET,MAROON,Covers,72124,VAN,10825,12191,NO
MANHEIM,7,CHEVROLET,GREEN,Covers,73081,MEDIUM,2278,2960,NO
ADESA,3,CHEVROLET,SILVER,Alloy,73640,LARGE,8532,9715,NO
MANHEIM,7,SATURN,RED,Alloy,77859,MEDIUM,3758,6821,YES
ADESA,4,DODGE,GOLD,Alloy,80691,'MEDIUM SUV',8777,9979,NO
ADESA,7,MERCURY,WHITE,Alloy,83694,LARGE,4937,7777,NO
OTHER,2,DODGE,BLACK,Alloy,51235,MEDIUM,7293,10856,NO
MANHEIM,5,MAZDA,SILVER,Alloy,54008,MEDIUM,5979,10073,YES
OTHER,8,NISSAN,GOLD,NULL,87207,MEDIUM,4105,7535,YES
MANHEIM,4,NISSAN,RED,Alloy,55448,'LARGE TRUCK',10780,12142,NO
MANHEIM,5,CHEVROLET,MAROON,Alloy,89717,'MEDIUM SUV',5984,6963,NO
MANHEIM,3,CHEVROLET,BLUE,NULL,70044,MEDIUM,5707,6664,NO
MANHEIM,4,CHEVROLET,GREY,Covers,89638,LARGE,6763,10679,NO
MANHEIM,4,HYUNDAI,GOLD,Alloy,66127,MEDIUM,6559,10837,NO
MANHEIM,3,DODGE,SILVER,Covers,83197,VAN,7461,11476,NO
ADESA,5,CHRYSLER,GREY,NULL,84541,MEDIUM,3964,7582,YES
MANHEIM,2,CHEVROLET,BLUE,Alloy,90110,'MEDIUM SUV',11520,16379,YES
MANHEIM,5,CHRYSLER,SILVER,Special,63057,SPECIALTY,8972,13004,NO
OTHER,7,SATURN,BLUE,NULL,80149,MEDIUM,1826,2472,YES
MANHEIM,6,FORD,YELLOW,Alloy,64258,SPORTS,5011,5912,NO
ADESA,3,FORD,WHITE,Covers,52297,MEDIUM,7904,11700,YES
MANHEIM,2,DODGE,BLUE,Covers,88467,VAN,8613,9802,NO
OTHER,1,KIA,GOLD,Covers,39279,COMPACT,6928,9692,NO
MANHEIM,3,CHEVROLET,BLUE,NULL,100567,VAN,7164,10815,YES
OTHER,6,FORD,SILVER,NULL,86057,COMPACT,2164,4800,YES
OTHER,2,CHRYSLER,BLACK,Covers,87207,MEDIUM,8716,11923,NO
MANHEIM,9,FORD,GOLD,Alloy,97999,'MEDIUM SUV',2153,4327,YES
MANHEIM,7,FORD,WHITE,Alloy,84018,'SMALL TRUCK',4187,5022,NO
ADESA,6,FORD,BLUE,Covers,85418,VAN,3932,7042,NO
MANHEIM,6,TOYOTA,WHITE,Covers,81054,MEDIUM,5782,6745,NO
OTHER,7,FORD,WHITE,NULL,72497,'SMALL SUV',3216,3973,YES
MANHEIM,7,DODGE,BLUE,Covers,23881,VAN,2622,3332,NO
MANHEIM,4,KIA,WHITE,Covers,83604,VAN,6353,10249,NO
ADESA,7,FORD,BLACK,Alloy,59831,'MEDIUM SUV',5786,9673,YES
MANHEIM,8,DODGE,GOLD,Covers,89793,MEDIUM,1635,2266,YES
ADESA,5,MAZDA,BLUE,Alloy,83541,MEDIUM,6187,9396,YES
MANHEIM,6,KIA,GREY,Covers,41118,MEDIUM,1683,2318,YES
ADESA,2,DODGE,RED,Covers,49146,MEDIUM,8268,9429,NO
MANHEIM,2,DODGE,SILVER,Covers,73897,MEDIUM,8695,9891,YES
OTHER,4,DODGE,SILVER,Covers,59099,SPECIALTY,8628,12328,NO
OTHER,5,CHRYSLER,BLACK,Alloy,55769,MEDIUM,4546,5410,YES
ADESA,7,FORD,WHITE,Alloy,79279,SPORTS,4641,8204,YES
MANHEIM,4,FORD,BEIGE,Covers,81662,COMPACT,3783,4586,NO
MANHEIM,6,CHRYSLER,PURPLE,Alloy,61096,CROSSOVER,6446,9199,YES
MANHEIM,5,SUZUKI,BLACK,Alloy,53876,LARGE,2605,3313,YES
OTHER,6,HONDA,SILVER,NULL,69875,'SMALL SUV',6498,9544,YES
MANHEIM,5,CHRYSLER,SILVER,NULL,84446,MEDIUM,4071,4897,YES
MANHEIM,1,CHRYSLER,WHITE,Covers,55264,MEDIUM,9961,11258,NO
MANHEIM,4,CHRYSLER,SILVER,Covers,77036,MEDIUM,4711,8558,NO
ADESA,5,KIA,SILVER,Covers,68084,MEDIUM,4037,7032,YES
MANHEIM,4,CHEVROLET,SILVER,Covers,56372,COMPACT,4794,5678,NO
ADESA,9,FORD,BLACK,Alloy,95558,COMPACT,2006,4031,YES
ADESA,5,FORD,BEIGE,NULL,91007,MEDIUM,3469,6447,YES
OTHER,2,CHRYSLER,SILVER,Covers,43273,MEDIUM,8000,11577,NO
OTHER,3,JEEP,RED,Alloy,74558,'MEDIUM SUV',11484,12903,YES
MANHEIM,5,CHEVROLET,WHITE,Covers,78070,LARGE,4248,7789,YES
OTHER,2,CHRYSLER,WHITE,NULL,50251,MEDIUM,7342,10457,YES
OTHER,6,PONTIAC,SILVER,NULL,69162,COMPACT,2179,2853,NO
MANHEIM,3,KIA,SILVER,Alloy,54500,MEDIUM,4029,4851,YES
MANHEIM,8,JEEP,BLUE,Alloy,79791,'SMALL SUV',5376,7958,YES
MANHEIM,9,MERCURY,GOLD,Alloy,83659,LARGE,2971,6221,YES
ADESA,4,SATURN,BLACK,Covers,75763,'MEDIUM SUV',6391,10610,YES
MANHEIM,5,FORD,SILVER,Alloy,84398,MEDIUM,3471,4249,YES
MANHEIM,8,CHRYSLER,GREY,Covers,83559,MEDIUM,2482,3181,YES
MANHEIM,7,PONTIAC,SILVER,Alloy,79584,LARGE,4052,6970,NO
MANHEIM,7,MERCURY,SILVER,Alloy,80609,'MEDIUM SUV',4888,8626,NO
MANHEIM,5,CHRYSLER,SILVER,Covers,64605,MEDIUM,3343,4110,NO
ADESA,6,PONTIAC,GOLD,Alloy,79534,MEDIUM,2805,6132,YES
MANHEIM,3,KIA,BLACK,Covers,35816,MEDIUM,5524,8756,NO
OTHER,1,CHRYSLER,WHITE,Covers,41621,MEDIUM,7033,10216,YES
MANHEIM,4,PONTIAC,BLUE,Alloy,83689,VAN,0,0,NO
OTHER,1,CHRYSLER,SILVER,Alloy,45621,MEDIUM,7139,8210,NO
OTHER,3,MAZDA,GREEN,Alloy,75863,VAN,7233,8312,YES
MANHEIM,5,KIA,GOLD,Covers,69187,MEDIUM,2579,3285,YES
OTHER,6,FORD,GREY,NULL,61910,MEDIUM,3397,6376,YES
MANHEIM,4,FORD,BLUE,NULL,77707,VAN,4798,5682,YES
ADESA,5,HYUNDAI,BLACK,Covers,51269,'MEDIUM SUV',5857,6826,NO
ADESA,4,DODGE,GREY,Alloy,74064,VAN,4996,5896,NO
MANHEIM,6,CHEVROLET,WHITE,Alloy,78861,LARGE,4120,6782,NO
MANHEIM,3,KIA,GREY,Covers,67892,COMPACT,4372,6506,NO
MANHEIM,3,CHRYSLER,SILVER,Alloy,69471,MEDIUM,5707,9345,YES
OTHER,2,DODGE,RED,Alloy,51930,MEDIUM,7314,10875,NO
ADESA,6,CHRYSLER,RED,Alloy,74054,LARGE,2267,2948,NO
OTHER,5,CHEVROLET,SILVER,Alloy,75994,'LARGE TRUCK',9493,10752,NO
MANHEIM,3,CHRYSLER,BLACK,Alloy,74751,CROSSOVER,10500,11840,NO
OTHER,5,FORD,WHITE,Covers,83736,'SMALL TRUCK',3454,4230,NO
MANHEIM,2,CHRYSLER,SILVER,Alloy,83986,VAN,0,0,NO
ADESA,2,SUZUKI,MAROON,Covers,79547,MEDIUM,6373,9652,NO
MANHEIM,8,CHEVROLET,GREY,Covers,59196,LARGE,2741,5233,NO
MANHEIM,6,JEEP,BEIGE,Alloy,88448,'SMALL SUV',5712,9900,NO
ADESA,5,VOLKSWAGEN,SILVER,NULL,70408,SPECIALTY,5693,8781,YES
OTHER,3,CHEVROLET,WHITE,Covers,56922,COMPACT,5171,6085,YES
OTHER,2,NISSAN,RED,NULL,71819,MEDIUM,12165,15948,YES
MANHEIM,4,CHEVROLET,BEIGE,Alloy,74014,VAN,6756,10811,YES
MANHEIM,6,CHEVROLET,BLUE,Covers,80150,COMPACT,2178,2852,YES
ADESA,2,DODGE,SILVER,Covers,79317,MEDIUM,8727,12670,NO
ADESA,6,FORD,WHITE,NULL,85106,VAN,2624,3334,YES
ADESA,4,FORD,SILVER,Covers,84811,MEDIUM,3725,4523,YES
MANHEIM,4,FORD,WHITE,Alloy,44207,SPORTS,8495,12766,NO
MANHEIM,5,FORD,MAROON,Alloy,86614,VAN,6517,7538,YES
MANHEIM,5,FORD,GREY,Alloy,74273,CROSSOVER,6720,10686,YES
ADESA,2,CHEVROLET,BLUE,NULL,82149,LARGE,9013,13006,YES
MANHEIM,4,CHRYSLER,SILVER,Alloy,60071,MEDIUM,4467,7988,NO
MANHEIM,6,MERCURY,BLACK,Alloy,62552,MEDIUM,3051,6239,YES
ADESA,4,JEEP,WHITE,Alloy,59102,'MEDIUM SUV',9175,10409,NO
OTHER,5,CHEVROLET,WHITE,Covers,79270,LARGE,3867,7223,YES
MANHEIM,6,FORD,GREY,Covers,85257,VAN,3633,6792,NO
ADESA,5,GMC,GREEN,Alloy,81643,'MEDIUM SUV',7855,8983,NO
OTHER,4,PONTIAC,BROWN,Alloy,71151,VAN,5086,5993,YES
OTHER,2,JEEP,GREY,Alloy,74576,'SMALL SUV',12453,13949,NO
MANHEIM,3,PONTIAC,GOLD,Covers,77846,MEDIUM,6896,7948,NO
MANHEIM,3,FORD,BLACK,Covers,77090,MEDIUM,4538,5401,NO
ADESA,4,FORD,SILVER,Covers,84890,MEDIUM,4263,7710,NO
MANHEIM,4,CHEVROLET,GREY,Covers,75024,LARGE,4573,5439,YES
MANHEIM,8,CHEVROLET,BLUE,Covers,99055,VAN,1715,2352,NO
MANHEIM,3,DODGE,GREY,Alloy,78145,'LARGE TRUCK',11803,17301,NO
MANHEIM,3,CHEVROLET,GOLD,Alloy,68214,'MEDIUM SUV',10429,11763,NO
OTHER,3,CHEVROLET,WHITE,NULL,73001,LARGE,8066,11481,YES
ADESA,7,CHEVROLET,GREEN,Alloy,77777,'MEDIUM SUV',4723,8524,NO
OTHER,5,CHRYSLER,BLUE,NULL,87630,MEDIUM,3749,7198,YES
MANHEIM,6,CHEVROLET,GREY,Alloy,89863,'MEDIUM SUV',5006,5906,YES
OTHER,8,FORD,WHITE,NULL,83719,MEDIUM,2350,3038,YES
OTHER,3,CHRYSLER,WHITE,Alloy,59200,MEDIUM,5253,6173,YES
MANHEIM,5,SATURN,BLUE,Alloy,63823,MEDIUM,5819,9072,NO
MANHEIM,3,CHRYSLER,GREY,Covers,49298,VAN,5681,6635,NO
OTHER,5,DODGE,BLUE,Covers,29982,MEDIUM,6079,9432,NO
MANHEIM,3,CHEVROLET,BLUE,Covers,80802,VAN,7568,8673,YES
MANHEIM,5,FORD,GREEN,Covers,80672,VAN,4680,8514,NO
MANHEIM,7,NISSAN,YELLOW,Alloy,79597,'MEDIUM SUV',5747,9769,YES
ADESA,5,CHEVROLET,GOLD,Alloy,77683,MEDIUM,2487,5583,NO
MANHEIM,4,DODGE,BLUE,Covers,59129,MEDIUM,6412,9677,NO
MANHEIM,6,KIA,SILVER,Alloy,89401,'MEDIUM SUV',3674,7094,NO
ADESA,7,CHRYSLER,SILVER,NULL,76674,MEDIUM,3498,6913,YES
OTHER,3,CHEVROLET,GREY,Covers,80749,LARGE,6867,7916,YES
MANHEIM,3,CHRYSLER,RED,Alloy,64775,CROSSOVER,10553,11897,NO
MANHEIM,4,FORD,WHITE,NULL,83663,COMPACT,3633,7153,YES
MANHEIM,5,JEEP,BEIGE,Alloy,82179,'SMALL SUV',7288,10554,NO
OTHER,4,KIA,GREY,Alloy,68919,LARGE,6719,7757,YES
ADESA,4,CHEVROLET,SILVER,Alloy,63292,'MEDIUM SUV',6805,7849,NO
MANHEIM,5,CHEVROLET,GREEN,NULL,74655,'MEDIUM SUV',7184,10626,YES
MANHEIM,2,DODGE,GREY,Covers,62323,MEDIUM,8730,12239,YES
ADESA,1,CHEVROLET,BLUE,Covers,57021,LARGE,8720,9918,NO
ADESA,6,PONTIAC,SILVER,Alloy,57196,MEDIUM,3448,4224,YES
MANHEIM,7,FORD,GREEN,NULL,69963,'MEDIUM SUV',3787,4590,YES
ADESA,5,HYUNDAI,RED,Alloy,64333,'MEDIUM SUV',6530,9896,YES
MANHEIM,4,KIA,GOLD,Covers,54137,MEDIUM,5294,8665,NO
OTHER,1,DODGE,BLACK,Covers,50664,MEDIUM,7841,11834,YES
OTHER,1,KIA,WHITE,Covers,39579,MEDIUM,7521,10716,NO
ADESA,5,CHEVROLET,BLUE,Covers,69704,COMPACT,4135,7174,NO
MANHEIM,2,CHRYSLER,BLUE,Alloy,87115,MEDIUM,7713,12405,NO
MANHEIM,5,FORD,BLACK,Covers,77651,'LARGE SUV',7154,10891,YES
MANHEIM,7,SATURN,BEIGE,Alloy,42791,MEDIUM,3833,6954,YES
OTHER,5,DODGE,SILVER,Alloy,76180,MEDIUM,2705,3421,YES
ADESA,5,TOYOTA,SILVER,Covers,71481,COMPACT,5408,8620,NO
MANHEIM,3,DODGE,BLUE,Covers,65158,SPECIALTY,8622,9812,NO
MANHEIM,5,FORD,SILVER,Alloy,88186,MEDIUM,4797,7882,NO
MANHEIM,6,NISSAN,BLUE,Alloy,79189,'MEDIUM SUV',5999,6979,NO
ADESA,3,CHRYSLER,BLUE,Covers,78316,MEDIUM,6180,9511,NO
ADESA,4,CHEVROLET,GREY,NULL,58076,LARGE,4272,5114,YES
ADESA,3,NISSAN,GREY,Covers,69994,MEDIUM,8324,9490,NO
OTHER,5,DODGE,SILVER,NULL,38711,SPECIALTY,6857,10672,YES
MANHEIM,3,DODGE,WHITE,Covers,85741,MEDIUM,5480,6418,YES
MANHEIM,7,CHRYSLER,GOLD,Covers,87236,VAN,2825,3551,YES
OTHER,2,CHRYSLER,BLACK,Covers,60616,MEDIUM,8359,12036,NO
OTHER,8,DODGE,SILVER,Covers,58898,MEDIUM,2414,5010,NO
MANHEIM,8,CHRYSLER,SILVER,Covers,85560,MEDIUM,2307,5575,NO
MANHEIM,3,CHRYSLER,WHITE,Covers,72092,VAN,5598,6546,NO
MANHEIM,2,FORD,BLUE,Alloy,75625,SPORTS,11538,15247,NO
MANHEIM,5,CHEVROLET,SILVER,Alloy,92692,'MEDIUM SUV',5882,9457,NO
ADESA,4,NISSAN,BLACK,NULL,96419,COMPACT,6503,9767,YES
MANHEIM,6,HYUNDAI,RED,Alloy,67588,SPORTS,4912,7841,NO
OTHER,4,FORD,RED,NULL,75184,MEDIUM,6623,10601,YES
ADESA,2,KIA,GOLD,NULL,45469,MEDIUM,7285,8368,YES
MANHEIM,4,TOYOTA,RED,NULL,65333,MEDIUM,8198,12443,NO
MANHEIM,3,DODGE,ORANGE,Covers,65407,MEDIUM,6444,10494,NO
OTHER,5,HYUNDAI,MAROON,Alloy,66815,'MEDIUM SUV',6938,10245,NO
MANHEIM,4,CHEVROLET,SILVER,Alloy,76233,MEDIUM,5369,9200,NO
MANHEIM,2,CHRYSLER,SILVER,Covers,84551,MEDIUM,6312,7317,YES
OTHER,6,NISSAN,SILVER,Covers,72819,COMPACT,3963,6892,YES
ADESA,3,DODGE,GOLD,Alloy,80015,'LARGE TRUCK',10371,15071,NO
MANHEIM,7,PONTIAC,BLUE,Alloy,66041,LARGE,4151,4983,NO
OTHER,6,DODGE,SILVER,Alloy,58738,MEDIUM,3483,4262,YES
ADESA,3,SUZUKI,RED,NULL,58212,MEDIUM,3885,7567,YES
MANHEIM,5,MERCURY,BROWN,Alloy,91036,'SMALL SUV',8338,11757,NO
MANHEIM,4,NISSAN,BLACK,Covers,77406,MEDIUM,7732,11541,NO
ADESA,4,CHEVROLET,WHITE,NULL,75631,'MEDIUM SUV',9324,10570,YES
MANHEIM,4,KIA,BLACK,Alloy,69706,MEDIUM,5096,8024,YES
OTHER,7,CHEVROLET,BLUE,Alloy,65785,LARGE,3048,5928,YES
ADESA,5,PONTIAC,GOLD,Covers,78480,LARGE,3877,4687,NO
OTHER,6,CHEVROLET,RED,Alloy,84205,'LARGE SUV',8589,9776,YES
MANHEIM,3,PONTIAC,GOLD,Alloy,64861,MEDIUM,8288,11666,NO
OTHER,4,CHRYSLER,BLUE,Covers,94080,VAN,5505,6445,NO
MANHEIM,4,FORD,GREEN,Alloy,63622,MEDIUM,4520,7880,YES
OTHER,3,DODGE,SILVER,Covers,85051,SPECIALTY,9210,10447,NO
MANHEIM,4,FORD,BEIGE,Alloy,76761,'LARGE TRUCK',6594,7622,NO
OTHER,5,DODGE,BLUE,Covers,86973,'MEDIUM SUV',8890,13619,NO
MANHEIM,6,FORD,BEIGE,Alloy,65467,'MEDIUM SUV',6083,9390,YES
ADESA,8,PONTIAC,GREEN,Alloy,75781,LARGE,3247,6350,YES
MANHEIM,7,CHRYSLER,SILVER,Covers,59444,VAN,2325,3011,YES
OTHER,4,KIA,GREY,Alloy,76630,COMPACT,2320,3006,NO
MANHEIM,3,CHEVROLET,SILVER,Alloy,76119,LARGE,7935,11820,NO
MANHEIM,5,NISSAN,GREEN,Covers,77349,MEDIUM,5776,9473,NO
MANHEIM,4,CHRYSLER,BLUE,Covers,81161,MEDIUM,4585,8231,NO
ADESA,6,BUICK,BLUE,NULL,58233,LARGE,4322,5168,YES
MANHEIM,3,DODGE,RED,Covers,58481,SPECIALTY,9777,11059,NO
